UserId;DeviceModel;Browser;OS;UserAgent;IP;IPCountry ;Site;HourId
28709888;Desktop;Chrome;Mac;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36";157.43.108.39;India;a.com;7
26138418;Desktop;Safari;Mac;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Safari/605.1.15";99.250.61.106;Canada;a.com;9
17923916;Apple iPhone;Safari;iOS;"Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1 Mobile/15E148 Safari/604.1";66.24.105.120;United States;a.com;8
28767949;Desktop;Chrome;Windows;"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36";69.111.183.105;United States;a.com;1
22430380;Apple iPhone;Safari;iOS;"Mozilla/5.0 (iPhone; CPU iPhone OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Mobile/15E148 Safari/604.1";100.35.17.202;United States;a.com;18
28998205;Apple iPad;Safari;iOS;"Mozilla/5.0 (iPad; CPU OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Mobile/15E148 Safari/604.1";121.74.237.136;New Zealand;a.com;8
21072099;Samsung Galaxy S6;Chrome;Android;"Mozilla/5.0 (Linux; Android 7.0; SAMSUNG-SM-G920A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.89 Mobile Safari/537.36";207.183.170.174;United States;a.com;7
19030899;Motorola Moto Z3;Chrome;Android;"Mozilla/5.0 (Linux; Android 9; moto z3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.143 Mobile Safari/537.36";67.90.13.195;United States;a.com;17
25976951;Desktop;Internet Explorer;Windows;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763";72.69.38.190;United States;a.com;13
25740312;Desktop;Internet Explorer;Windows;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18362";71.226.146.223;United States;a.com;20
21072099;Samsung Galaxy S6;Chrome;Android;"Mozilla/5.0 (Linux; Android 7.0; SAMSUNG-SM-G920A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.89 Mobile Safari/537.36";207.183.170.174;United States;a.com;15
16720978;Google Pixel 3 XL;Chrome;Android;"Mozilla/5.0 (Linux; Android 9; Pixel 3 XL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.89 Mobile Safari/537.36";47.12.181.67;United States;a.com;17
13424226;Desktop;Chrome;Windows;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36";176.48.170.252;Russia;a.com;11
25932860;LG G7 ThinQ;Chrome;Android;"Mozilla/5.0 (Linux; Android 9; LM-G710) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.89 Mobile Safari/537.36";99.47.35.88;United States;a.com;19
23636119;Desktop;Chrome;Mac;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.87 Safari/537.36";174.230.7.228;United States;a.com;18
23673559;Samsung Galaxy S8;Chrome;Android;"Mozilla/5.0 (Linux; Android 9; SM-G950U1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.89 Mobile Safari/537.36";187.200.68.112;Mexico;a.com;8
27972675;Apple iPhone;Safari;iOS;"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1";174.70.101.94;United States;a.com;18
29845273;Samsung Galaxy Tab S4;Other;Android;"Mozilla/5.0 (Linux; Android 9; SM-T830 Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/76.0.3809.89 Safari/537.36";78.95.4.45;Saudi Arabia;a.com;18
29294189;Apple iPhone;Safari;iOS;"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1";107.77.208.152;United States;a.com;10
18864907;Apple iPhone;Safari Web View;iOS;"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148";67.241.184.174;United States;a.com;15
22600713;Desktop;Internet Explorer;Windows;"Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko";84.68.45.196;United Kingdom;a.com;11
28135809;Samsung Galaxy Note8;Other;Android;"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-N950U Build/PPR1.180610.011) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/9.4 Chrome/67.0.3396.87 Mobile Safari/537.36";174.219.9.13;United States;a.com;20
27209857;Apple iPhone;Safari;iOS;"Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1 Mobile/15E148 Safari/604.1";73.226.91.6;United States;a.com;2
26589648;Desktop;Chrome;Windows;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36";35.133.205.224;United States;a.com;18
28937617;Apple iPhone;Safari;iOS;"Mozilla/5.0 (iPhone; CPU iPhone OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Mobile/15E148 Safari/604.1";73.76.50.14;United States;a.com;22
26095944;Desktop;Chrome;Windows;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36";189.40.73.85;Brazil;a.com;2
29014583;Desktop;Internet Explorer;Windows;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763";73.31.90.64;United States;a.com;16
28318697;Desktop;Firefox;Mac;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:68.0) Gecko/20100101 Firefox/68.0";184.90.88.92;United States;a.com;13
29661417;Desktop;Chrome;Mac;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36";73.97.123.28;United States;a.com;18
24785664;Desktop;Chrome;Windows;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36";172.58.231.161;United States;a.com;19
21903316;Apple iPad;Safari;iOS;"Mozilla/5.0 (iPad; CPU OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Mobile/15E148 Safari/604.1";75.68.92.229;United States;a.com;20
20453229;Desktop;Firefox;Mac;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:68.0) Gecko/20100101 Firefox/68.0";70.255.96.55;United States;a.com;9
23673559;Samsung Galaxy S8;Chrome;Android;"Mozilla/5.0 (Linux; Android 9; SM-G950U1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.89 Mobile Safari/537.36";187.200.68.112;Mexico;a.com;19
28494194;Desktop;Chrome;Windows;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36";73.221.223.43;United States;a.com;8
27839035;Samsung Galaxy J7 2015;Other;Android;"Mozilla/5.0 (Linux; Android 7.1.1; SAMSUNG SM-J700T Build/NMF26X) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/9.4 Chrome/67.0.3396.87 Mobile Safari/537.36";73.78.17.154;United States;a.com;11
16720978;Google Pixel 3 XL;Chrome;Android;"Mozilla/5.0 (Linux; Android 9; Pixel 3 XL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.89 Mobile Safari/537.36";47.12.181.67;United States;a.com;2
20791812;Desktop;Chrome;Chrome;"Mozilla/5.0 (X11; CrOS x86_64 12105.100.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.144 Safari/537.36";173.93.227.98;United States;a.com;10
24623979;Desktop;Chrome;Windows;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36";73.57.114.189;United States;a.com;11
22787536;Desktop;Safari;Mac;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15";73.208.152.138;United States;a.com;5
29355072;Desktop;Safari;Mac;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15";69.141.167.31;United States;a.com;12
25051499;Apple iPad;Safari;iOS;"Mozilla/5.0 (iPad; CPU OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Mobile/15E148 Safari/604.1";209.180.85.196;United States;a.com;19
27520484;Desktop;Chrome;Windows;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36";208.90.180.224;United States;a.com;14
25078558;Desktop;Chrome;Windows;Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36;138.207.223.7;United States;a.com;15
23747483;Apple iPhone;Safari Web View;iOS;"Mozilla/5.0 (iPhone; CPU iPhone OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148";172.114.6.44;United States;a.com;7
29872192;Apple iPad;Safari;iOS;"Mozilla/5.0 (iPad; CPU OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Mobile/15E148 Safari/604.1";76.182.26.131;United States;a.com;11
23747483;Apple iPhone;Safari Web View;iOS;"Mozilla/5.0 (iPhone; CPU iPhone OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148";172.114.6.44;United States;a.com;7
24814426;Samsung Galaxy S9+;Chrome;Android;"Mozilla/5.0 (Linux; Android 8.0.0; SM-G965U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.111 Mobile Safari/537.36";24.186.230.42;United States;a.com;5
29749719;Apple iPhone;Safari;iOS;"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1";71.215.79.36;United States;a.com;16
27520484;Desktop;Chrome;Windows;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36";208.90.180.224;United States;a.com;17
18864907;Apple iPhone;Safari Web View;iOS;"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148";67.241.184.174;United States;a.com;10
29722028;Desktop;Chrome;Windows;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36";37.163.111.53;Italy;a.com;1
28095597;Desktop;Chrome;Windows;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36";216.66.12.60;United States;a.com;14
24563660;Desktop;Safari;Mac;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Safari/605.1.15";136.61.167.26;United States;a.com;6
21643528;RCA RCT6213W87DK;Chrome;Android;"Mozilla/5.0 (Linux; Android 5.0; RCT6213W87DK) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.89 Safari/537.36";98.177.155.36;United States;a.com;2
26201360;Desktop;Chrome;Windows;"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36";134.228.225.143;United States;a.com;18
29400181;Apple iPhone;Safari Web View;iOS;"Mozilla/5.0 (iPhone; CPU iPhone OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone9,1;FBMD/iPhone;FBSN/iOS;FBSV/12.3.1;FBSS/2;FBCR/Verizon;FBID/phone;FBLC/en_US;FBOP/5]";155.186.199.44;United States;a.com;15
21643528;RCA RCT6213W87DK;Chrome;Android;"Mozilla/5.0 (Linux; Android 5.0; RCT6213W87DK) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.89 Safari/537.36";98.177.155.36;United States;a.com;1
26560982;Generic Android 4.0;Other;Android;"News Republic/11.7.4 (Linux; U; Android 24; en-us) Mobile Safari";71.75.160.124;United States;a.com;7
26839471;Samsung Galaxy S8;Chrome;Android;"Mozilla/5.0 (Linux; Android 9; SM-G950U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.89 Mobile Safari/537.36";76.30.107.40;United States;a.com;13
28469553;Motorola Moto Z2 Force;Chrome;Android;"Mozilla/5.0 (Linux; Android 8.0.0; Moto Z (2)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.101 Mobile Safari/537.36";178.196.20.240;Switzerland;a.com;18
29777236;Samsung Galaxy S10+;Chrome;Android;"Mozilla/5.0 (Linux; Android 9; SM-G975U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.89 Mobile Safari/537.36";68.46.42.252;United States;a.com;5
22504200;Samsung Galaxy J7 2015;Chrome;Android;"Mozilla/5.0 (Linux; Android 7.1.1; SM-J700T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.111 Mobile Safari/537.36";70.139.211.185;United States;a.com;8
25314789;Desktop;Chrome;Chrome;"Mozilla/5.0 (X11; CrOS x86_64 12105.100.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.144 Safari/537.36";42.111.27.44;India;a.com;11
10413926;Samsung Galaxy S10e;Chrome;Android;"Mozilla/5.0 (Linux; Android 9; SM-G970U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.89 Mobile Safari/537.36";172.4.58.202;United States;a.com;7
20969100;Desktop;Chrome;Windows;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36";73.77.28.120;United States;a.com;18
26404814;Apple iPhone;Safari;iOS;"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1";120.23.107.129;Australia;a.com;6
29881128;Desktop;Firefox;Linux;"Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0";165.225.50.94;United States;a.com;22
24623979;Desktop;Chrome;Windows;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36";73.57.114.189;United States;a.com;10
25634810;Apple iPhone;Safari;iOS;"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1";107.221.165.220;United States;a.com;7
27701152;Desktop;Chrome;Windows;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36";98.234.129.213;United States;a.com;7
25786392;Apple iPhone;Safari;iOS;"Mozilla/5.0 (iPhone; CPU iPhone OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Mobile/15E148 Safari/604.1";172.74.134.85;United States;a.com;1
29576072;Desktop;Internet Explorer;Windows;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763";72.29.184.50;United States;a.com;18
26560982;Generic Android 4.0;Other;Android;"News Republic/11.7.4 (Linux; U; Android 24; en-us) Mobile Safari";71.75.160.124;United States;a.com;22
29925535;Desktop;Chrome;Windows;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36";18.188.129.161;United States;a.com;16
16334684;Apple iPad;Safari;iOS;"Mozilla/5.0 (iPad; CPU OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1";70.20.56.34;United States;a.com;13
29390197;Samsung Galaxy Tab A 10.1;Chrome;Android;"Mozilla/5.0 (Linux; Android 7.0; SM-T580) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.89 Safari/537.36";75.181.32.205;United States;a.com;14
29041743;Desktop;Chrome;Windows;"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36";24.57.103.202;Canada;a.com;15
24623979;Desktop;Chrome;Windows;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36";73.57.114.189;United States;a.com;7
28325089;Desktop;Chrome;Mac;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36";107.213.155.69;United States;a.com;23
29590413;Desktop;Firefox;Linux;"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0";174.72.50.38;United States;a.com;7
27817553;Apple iPhone;Safari Web View;iOS;"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148";73.53.84.99;United States;a.com;5
28796692;Apple iPad;Safari;iOS;"Mozilla/5.0 (iPad; CPU OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Mobile/15E148 Safari/604.1";69.136.97.148;United States;a.com;13
24608978;Apple iPhone;Safari;iOS;"Mozilla/5.0 (iPhone; CPU iPhone OS 12_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Mobile/15E148 Safari/604.1";107.77.193.135;United States;a.com;9
26424645;Desktop;Chrome;Windows;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36";108.84.225.205;United States;a.com;9
18633228;Apple iPad;Safari;iOS;"Mozilla/5.0 (iPad; CPU OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Mobile/15E148 Safari/604.1";73.5.67.198;United States;a.com;7
29227254;Samsung Galaxy S6 Edge;Chrome;Android;"Mozilla/5.0 (Linux; Android 7.0; SM-G925W8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.89 Mobile Safari/537.36";94.134.91.41;Germany;a.com;8
24313637;Desktop;Internet Explorer;Windows;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763";69.222.130.187;United States;a.com;18
27209857;Apple iPhone;Safari;iOS;"Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1 Mobile/15E148 Safari/604.1";73.226.91.6;United States;a.com;12
29585638;Desktop;Chrome;Windows;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36";69.181.197.49;United States;a.com;7
29675479;Desktop;Chrome;Chrome;"Mozilla/5.0 (X11; CrOS x86_64 12105.100.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.144 Safari/537.36";107.72.178.142;United States;a.com;12
28469553;Motorola Moto Z2 Force;Chrome;Android;"Mozilla/5.0 (Linux; Android 8.0.0; Moto Z (2)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.101 Mobile Safari/537.36";178.196.20.240;Switzerland;a.com;15
24082399;Desktop;Internet Explorer;Windows;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18362";172.79.207.0;United States;a.com;17
13424226;Desktop;Chrome;Windows;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36";176.48.170.252;Russia;a.com;4
29670797;Desktop;Chrome;Windows;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36";107.77.228.159;United States;a.com;1
26493348;Desktop;Safari;Mac;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.1.2 Safari/603.3.8";70.180.168.40;United States;a.com;23
25786392;Apple iPhone;Safari;iOS;"Mozilla/5.0 (iPhone; CPU iPhone OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Mobile/15E148 Safari/604.1";172.74.134.85;United States;a.com;9
